'Elapsedtime','CO2','Rhum','Temp','TVOC'
'seconds','ppm','%','degC','ppb'
20190927210224,548.00,39.00,28.20,27.00
20190927210324,549.00,39.00,28.10,26.00
20190927210424,550.00,39.00,28.00,26.00
20190927210524,538.00,38.00,27.90,25.00
20190927210624,536.00,39.00,27.90,25.00
20190927210724,537.00,38.00,27.90,26.00
20190927210824,545.00,39.00,28.00,25.00
20190927210924,537.00,38.00,27.90,24.00
20190927211025,537.00,39.00,27.90,26.00
20190927211125,547.00,38.00,27.80,26.00
20190927211225,541.00,39.00,27.80,26.00
20190927211325,552.00,38.00,27.80,26.00
20190927211425,549.00,38.00,27.70,26.00
20190927211525,541.00,38.00,27.60,27.00
20190927211625,550.00,39.00,27.60,26.00
20190927211725,553.00,38.00,27.70,25.00
20190927211825,562.00,38.00,27.70,27.00
20190927211925,562.00,38.00,27.80,28.00
20190927212025,569.00,38.00,27.80,28.00
20190927212125,573.00,38.00,27.70,29.00
20190927212225,576.00,38.00,27.80,30.00
20190927212325,583.00,38.00,27.70,32.00
20190927212425,598.00,38.00,27.60,33.00
20190927212525,612.00,38.00,27.50,34.00
20190927212625,619.00,38.00,27.60,34.00
20190927212726,624.00,38.00,27.60,35.00
20190927212826,631.00,38.00,27.60,37.00
20190927212926,633.00,38.00,27.70,36.00
20190927213026,632.00,38.00,27.70,36.00
20190927213126,636.00,38.00,27.70,37.00
20190927213226,644.00,38.00,27.70,37.00
20190927213326,658.00,38.00,27.60,37.00
20190927213426,666.00,38.00,27.60,37.00
20190927213526,664.00,38.00,27.60,39.00
20190927213626,655.00,38.00,27.60,39.00
20190927213726,655.00,38.00,27.70,41.00
20190927213826,656.00,38.00,27.80,41.00
20190927213926,652.00,37.00,27.80,41.00
20190927214026,666.00,37.00,27.80,41.00
20190927214126,677.00,37.00,27.70,41.00
20190927214226,686.00,37.00,27.60,41.00
20190927214326,682.00,37.00,27.40,43.00
20190927214426,685.00,38.00,27.60,43.00
20190927214527,687.00,37.00,27.40,44.00
20190927214627,684.00,38.00,27.50,44.00
20190927214727,678.00,37.00,27.60,44.00
20190927214827,683.00,37.00,27.60,45.00
20190927214927,688.00,37.00,27.50,44.00
20190927215027,707.00,37.00,27.40,45.00
20190927215127,707.00,37.00,27.40,44.00
20190927215227,709.00,38.00,27.40,46.00
20190927215327,706.00,38.00,27.50,45.00
20190927215427,696.00,37.00,27.50,47.00
20190927215527,700.00,37.00,27.60,46.00
20190927215627,709.00,37.00,27.60,46.00
20190927215727,710.00,37.00,27.60,46.00
20190927215827,709.00,37.00,27.40,47.00
20190927215927,709.00,37.00,27.60,46.00
20190927220027,704.00,37.00,27.40,46.00
20190927220128,709.00,38.00,27.40,46.00
20190927220228,709.00,38.00,27.40,47.00
20190927220328,709.00,37.00,27.60,48.00
20190927220428,708.00,37.00,27.70,47.00
20190927220528,703.00,36.00,27.70,46.00
20190927220628,700.00,36.00,27.70,46.00
20190927220728,705.00,36.00,27.60,47.00
20190927220828,701.00,36.00,27.60,47.00
20190927220928,697.00,37.00,27.40,44.00
20190927221028,699.00,37.00,27.40,45.00
20190927221128,700.00,38.00,27.40,46.00
20190927221228,699.00,37.00,27.50,46.00
20190927221328,698.00,37.00,27.60,46.00
20190927221428,703.00,37.00,27.50,44.00
20190927221528,698.00,37.00,27.50,46.00
20190927221628,693.00,37.00,27.40,46.00
20190927221728,688.00,37.00,27.40,42.00
20190927221828,682.00,38.00,27.40,44.00
20190927221929,680.00,37.00,27.60,46.00
20190927222029,679.00,37.00,27.60,47.00
20190927222129,682.00,38.00,27.60,39.00
20190927222229,678.00,38.00,27.60,39.00
20190927222329,670.00,38.00,27.60,41.00
20190927222429,661.00,37.00,27.70,43.00
20190927222529,661.00,38.00,27.60,44.00
20190927222629,655.00,38.00,27.70,44.00
20190927222729,647.00,38.00,27.80,44.00
20190927222829,642.00,38.00,27.80,46.00
20190927222929,648.00,38.00,27.90,46.00
20190927223029,658.00,38.00,28.00,42.00
20190927223129,667.00,39.00,28.10,38.00
20190927223229,653.00,38.00,28.00,36.00
20190927223329,643.00,38.00,28.00,36.00
20190927223429,629.00,37.00,27.90,36.00
20190927223529,623.00,37.00,27.90,36.00
20190927223630,616.00,38.00,27.90,37.00
20190927223730,615.00,39.00,28.00,37.00
20190927223830,603.00,39.00,28.00,37.00
20190927223930,599.00,38.00,28.10,37.00
20190927224030,591.00,38.00,28.00,37.00
20190927224130,597.00,38.00,28.10,37.00
20190927224230,597.00,38.00,28.00,36.00
20190927224330,595.00,38.00,28.00,36.00
20190927224430,590.00,38.00,28.00,36.00
20190927224530,601.00,39.00,28.00,36.00
20190927224630,604.00,39.00,28.10,37.00
20190927224730,602.00,38.00,28.20,36.00
20190927224830,595.00,38.00,28.20,36.00
20190927224930,584.00,37.00,28.40,36.00
20190927225030,574.00,37.00,28.50,35.00
20190927225130,578.00,37.00,28.40,34.00
20190927225230,574.00,38.00,28.20,36.00
20190927225331,577.00,39.00,28.20,36.00
20190927225431,575.00,40.00,28.20,37.00
20190927225531,577.00,40.00,28.20,36.00
20190927225631,583.00,39.00,28.30,36.00
20190927225731,583.00,39.00,28.50,35.00
20190927225831,583.00,38.00,28.40,34.00
20190927225931,570.00,38.00,28.40,34.00
20190927230031,575.00,38.00,28.30,34.00
20190927230131,581.00,39.00,28.20,34.00
20190927230231,576.00,39.00,28.20,34.00
20190927230331,579.00,40.00,28.10,35.00
20190927230431,573.00,40.00,28.30,36.00
20190927230531,577.00,40.00,28.40,34.00
20190927230631,583.00,40.00,28.40,39.00
20190927230731,592.00,40.00,28.30,42.00
20190927230831,602.00,40.00,28.50,45.00
20190927230931,617.00,40.00,28.50,45.00
20190927231032,616.00,41.00,28.10,46.00
20190927231132,627.00,41.00,28.10,46.00
20190927231232,627.00,41.00,28.10,46.00
20190927231332,628.00,41.00,28.10,50.00
20190927231432,646.00,40.00,28.30,47.00
20190927231532,644.00,39.00,28.30,48.00
20190927231632,651.00,39.00,28.40,46.00
20190927231732,654.00,39.00,28.20,43.00
20190927231832,647.00,39.00,28.10,38.00
20190927231932,626.00,39.00,28.10,38.00
20190927232032,618.00,39.00,28.10,37.00
20190927232132,605.00,40.00,28.10,36.00
20190927232232,603.00,40.00,28.00,36.00
20190927232332,593.00,40.00,28.10,37.00
20190927232432,591.00,39.00,28.20,39.00
20190927232532,585.00,39.00,28.30,41.00
20190927232632,587.00,39.00,28.40,41.00
20190927232733,598.00,39.00,28.30,46.00
20190927232833,612.00,39.00,28.20,47.00
20190927232933,619.00,40.00,28.10,48.00
20190927233033,642.00,40.00,28.10,50.00
20190927233133,646.00,40.00,28.00,50.00
20190927233233,648.00,40.00,28.20,48.00
20190927233333,647.00,39.00,28.20,46.00
20190927233433,643.00,39.00,28.20,41.00
20190927233533,632.00,39.00,28.10,40.00
20190927233633,627.00,38.00,27.90,40.00
20190927233733,625.00,39.00,27.80,41.00
20190927233833,619.00,39.00,27.90,41.00
20190927233933,611.00,40.00,27.80,40.00
20190927234033,604.00,40.00,27.90,40.00
20190927234133,606.00,40.00,27.90,39.00
20190927234233,603.00,39.00,27.90,39.00
20190927234333,600.00,41.00,28.10,38.00
20190927234434,596.00,40.00,28.10,39.00
20190927234534,592.00,40.00,27.90,39.00
20190927234634,594.00,41.00,27.70,39.00
20190927234734,600.00,41.00,27.70,39.00
20190927234834,598.00,41.00,27.60,39.00
20190927234934,590.00,42.00,27.60,39.00
20190927235034,588.00,42.00,27.60,39.00
20190927235134,592.00,42.00,27.60,39.00
20190927235234,589.00,42.00,27.50,39.00
20190927235334,589.00,43.00,27.50,39.00
20190927235434,589.00,43.00,27.60,39.00
20190927235534,584.00,43.00,27.60,39.00
20190927235634,577.00,43.00,27.50,39.00
20190927235734,575.00,43.00,27.60,39.00
20190927235834,580.00,44.00,27.50,39.00
20190927235934,585.00,44.00,27.60,39.00
